library,path,html_url,repository_full_name
from%2Bbastionlab.json,P_Exponential_Mechanism/tensorflow_privacy/__init__.py,https://github.com/private-mechanism/p_exponential_mechanism/blob/0a9c18776fbe3b3fe181c94a4234cf65f1d15ab1/P_Exponential_Mechanism/tensorflow_privacy/__init__.py,private-mechanism/p_exponential_mechanism
from%2Bbastionlab.json,main.py,https://github.com/shirishtarihalkar10/DP-TensorflowPrivacy/blob/29be173b815c52ade4aa0b2a96a2493780f82b94/main.py,shirishtarihalkar10/DP-TensorflowPrivacy
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/riku1212/dp-tsc-baseline/blob/b8cd445eeabadd4917f3ee552cfff236611d20d0/privacy/tensorflow_privacy/__init__.py,riku1212/dp-tsc-baseline
from%2Bbastionlab.json,2.py,https://github.com/Djiffit/TML/blob/cb5c65fd2cd0a37283a6c5ae85ebf46e441b1c48/2.py,Djiffit/TML
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/VMS-6511/clinical_dp_bert/blob/0f882a4da2468bbd33f7c0768c5df9ef3ede0392/privacy/tensorflow_privacy/__init__.py,VMS-6511/clinical_dp_bert
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/qinghao1/gradient/blob/4e0d28facf3d40daf5dc190f78bdf69f206c4416/privacy/tensorflow_privacy/__init__.py,qinghao1/gradient
from%2Bbastionlab.json,DP_code/DPSGD_final.py,https://github.com/pecu/PecuLab4Trading/blob/a97ed1b59af654c08a28cdd7d5110be3b3b34b1b/DP_code/DPSGD_final.py,pecu/PecuLab4Trading
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/GiovanniCalore/BigGAN-Tensorflow-master/blob/1fcf72fc8b9cbfdd047b9641f656afcfd0972604/privacy/tensorflow_privacy/__init__.py,GiovanniCalore/BigGAN-Tensorflow-master
from%2Bbastionlab.json,mimic3/mimic3models/phenotyping/mlp/others/tf_adaptive_clipping.py,https://github.com/PROBIC/hyperparameters-neural-architectures-in-dp-dl/blob/37ee79537566ad4b1ce6a44d37933a53c62d1fab/mimic3/mimic3models/phenotyping/mlp/others/tf_adaptive_clipping.py,PROBIC/hyperparameters-neural-architectures-in-dp-dl
from%2Bbastionlab.json,examples/dp-sgd-mnist/common.py,https://github.com/mhmhmd96/Flower1.0/blob/4be15b3c8729adf9f45d9593bd0d3fed53cc52cf/examples/dp-sgd-mnist/common.py,mhmhmd96/Flower1.0
from%2Bbastionlab.json,images/anbase/project/extra/rdp_vs_gdp.py,https://github.com/zedoul/dataextraction/blob/0e79a8f3cc41a96669047358e35694a2b7ce77ef/images/anbase/project/extra/rdp_vs_gdp.py,zedoul/dataextraction
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/sureindia-in/aws-sagemaker-workshop-jun2021/blob/8c6cc9d339acf35280ade87de3523d9ba393e868/07_train/privacy/tensorflow_privacy/__init__.py,sureindia-in/aws-sagemaker-workshop-jun2021
from%2Bbastionlab.json,src/tf_privacy_v2.py,https://github.com/sisinflab/recsys2021-pursuing-privacy/blob/090094e893200c7fc8135f3b47851ec0618a5685/src/tf_privacy_v2.py,sisinflab/recsys2021-pursuing-privacy
from%2Bbastionlab.json,compute_rdp_general.py,https://github.com/FredericW/PrivacyAccountant/blob/92e61d65b61ba05660ea25585ce20f9cf4ff7496/compute_rdp_general.py,FredericW/PrivacyAccountant
from%2Bbastionlab.json,tensorflow_privacy/__init__.py,https://github.com/AminAmouhadi/Differential-Privacy-Cancer/blob/755ed26671f5567ba1519a4e80078eded7a6299b/tensorflow_privacy/__init__.py,AminAmouhadi/Differential-Privacy-Cancer
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/YushinJung-ATG/SageMaker-Workshop/blob/3a72d667658687ba774bb286b46af7a1497831d9/07_train/privacy/tensorflow_privacy/__init__.py,YushinJung-ATG/SageMaker-Workshop
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/anupam3693/data-science-on-aws/blob/67e53a37238179a9d0c10243009bc4e9da077364/07_train/privacy/tensorflow_privacy/__init__.py,anupam3693/data-science-on-aws
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/oonisim/books-datascience-on-aws/blob/ae3cfa51ea828ab0a2539a73e2bba71958b1071f/07_train/privacy/tensorflow_privacy/__init__.py,oonisim/books-datascience-on-aws
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/ichen20/oreilly_book/blob/8098d8096d9decca6aa5afbb267b9f05ce0570f2/07_train/privacy/tensorflow_privacy/__init__.py,ichen20/oreilly_book
from%2Bbastionlab.json,Differential Privacy/privacy-master/build/lib/tensorflow_privacy/__init__.py,https://github.com/joelyuhas/Joel-Yuhas-Code/blob/238fadbe5a06f8fbb40ecf77741775e6bb901b3e/Differential%20Privacy/privacy-master/build/lib/tensorflow_privacy/__init__.py,joelyuhas/Joel-Yuhas-Code
from%2Bbastionlab.json,Differential Privacy/privacy-master/tensorflow_privacy/__init__.py,https://github.com/joelyuhas/Joel-Yuhas-Code/blob/238fadbe5a06f8fbb40ecf77741775e6bb901b3e/Differential%20Privacy/privacy-master/tensorflow_privacy/__init__.py,joelyuhas/Joel-Yuhas-Code
from%2Bbastionlab.json,dpCNN.py,https://github.com/DavidTaylor5/dp-debug/blob/c0c0849d421097f709aa650f1cebcec5dbc15e19/dpCNN.py,DavidTaylor5/dp-debug
from%2Bbastionlab.json,hei411_flower/flower/examples/dp-sgd-mnist/common.py,https://github.com/RosaYen/FLSA_dropout-resilient/blob/1c8bbf1587c1e62e28c55aa8c6964e3874ab9b60/hei411_flower/flower/examples/dp-sgd-mnist/common.py,RosaYen/FLSA_dropout-resilient
from%2Bbastionlab.json,common.py,https://github.com/DavidTaylor5/final-motion/blob/a3be666571f4aef24c84f376b10d9dd24e77dbab/common.py,DavidTaylor5/final-motion
from%2Bbastionlab.json,loadOptimizer.py,https://github.com/0M1N0U5/TFM-ML-Privacy-Comparative/blob/823c173765d9d3410d034682f49b8e704d8802ed/loadOptimizer.py,0M1N0U5/TFM-ML-Privacy-Comparative
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/sureindia-in/data-science-on-aws-latest-2021/blob/867df8876e65a616c82c6349927774b924894528/07_train/privacy/tensorflow_privacy/__init__.py,sureindia-in/data-science-on-aws-latest-2021
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/esenebenjamin/SageMaker/blob/ad3336af0b54798df168016bd6770d24449fa892/07_train/privacy/tensorflow_privacy/__init__.py,esenebenjamin/SageMaker
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/ChubaOraka/data-science-on-aws-workshop-2021-06-28/blob/54e55039ae988e8c4ad1ef9fc4cec9095d9d0909/07_train/privacy/tensorflow_privacy/__init__.py,ChubaOraka/data-science-on-aws-workshop-2021-06-28
from%2Bbastionlab.json,tensorflow_privacy/__init__.py,https://github.com/SanaAwan5/tensorflow_privacy/blob/922fb17b1cabd977b0eb6620f1f7ddc3ecb735f8/tensorflow_privacy/__init__.py,SanaAwan5/tensorflow_privacy
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/sureindia-in/data-science-on-aws-workshop/blob/7dbe7989fa99e88544da8bf262beec907c536093/07_train/privacy/tensorflow_privacy/__init__.py,sureindia-in/data-science-on-aws-workshop
from%2Bbastionlab.json,oreilly_book/07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/simonrenauld/12-AWS-Amazon-Services/blob/2f971903d229b83ab82bffcaf5d3af87f09fe184/oreilly_book/07_train/privacy/tensorflow_privacy/__init__.py,simonrenauld/12-AWS-Amazon-Services
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/MADS508/labs/blob/14c901e6a8fa7e02d20cadf77f725d384f3c4ac8/07_train/privacy/tensorflow_privacy/__init__.py,MADS508/labs
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/ChubaOraka/data-science-on-aws-workshop-2021-05-15/blob/aa7924404fa60fcb40c93367e214f77ffbd7a708/07_train/privacy/tensorflow_privacy/__init__.py,ChubaOraka/data-science-on-aws-workshop-2021-05-15
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/WeilerWebServices/TensorFlow/blob/36eb6994d36674604973a06159e73187087f51c6/privacy/tensorflow_privacy/__init__.py,WeilerWebServices/TensorFlow
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/weharris/data-science-on-AWS/blob/b1f28279fd182535a1151b7fdb8dc70d5914df4a/07_train/privacy/tensorflow_privacy/__init__.py,weharris/data-science-on-AWS
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/HadiMaqbool/workshp29/blob/3b83249c621c5b14095db3ad1504f764adbacb63/07_train/privacy/tensorflow_privacy/__init__.py,HadiMaqbool/workshp29
from%2Bbastionlab.json,execute_attack_MIA.py,https://github.com/0M1N0U5/TFM-ML-Privacy-Comparative/blob/334040e64ef41133ff1993b98845c2b1d6fab75f/execute_attack_MIA.py,0M1N0U5/TFM-ML-Privacy-Comparative
from%2Bbastionlab.json,DP_TensorFlowPrivacy_StreamlitDemo/train.py,https://github.com/VectorInstitute/PETs-Bootcamp/blob/3d9ac04eca0e27fda266abe6bd0cca3b478d1308/DP_TensorFlowPrivacy_StreamlitDemo/train.py,VectorInstitute/PETs-Bootcamp
from%2Bbastionlab.json,examples/dp-sgd-mnist/common.py,https://github.com/mhmhmd96/first_paper/blob/54696a4e607d7f8dcd0367b835fb0bc8eb74ae50/examples/dp-sgd-mnist/common.py,mhmhmd96/first_paper
from%2Bbastionlab.json,predict.py,https://github.com/Clarkl20021/FL-project/blob/9b3f5b0ed4cd9bdf021c816c13a6a19405f78449/predict.py,Clarkl20021/FL-project
from%2Bbastionlab.json,aisdc/safemodel/classifiers/safetf.py,https://github.com/AI-SDC/AI-SDC/blob/5b00fcd3946a4f83c99d19641296bde9b21bc7b1/aisdc/safemodel/classifiers/safetf.py,AI-SDC/AI-SDC
from%2Bbastionlab.json,Notebook/plots/tensorflow_privacy/__init__.py,https://github.com/vinaygrao/DifferentialPrivacy/blob/eef63879f98f1fc7a80bd1ad31785322252c4eb1/Notebook/plots/tensorflow_privacy/__init__.py,vinaygrao/DifferentialPrivacy
from%2Bbastionlab.json,privacy-master/tensorflow_privacy/__init__.py,https://github.com/vinaygrao/DifferentialPrivacy/blob/eef63879f98f1fc7a80bd1ad31785322252c4eb1/privacy-master/tensorflow_privacy/__init__.py,vinaygrao/DifferentialPrivacy
from%2Bbastionlab.json,Notebook/AdditionalNotebooks/tensorflow_privacy/__init__.py,https://github.com/vinaygrao/DifferentialPrivacy/blob/eef63879f98f1fc7a80bd1ad31785322252c4eb1/Notebook/AdditionalNotebooks/tensorflow_privacy/__init__.py,vinaygrao/DifferentialPrivacy
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/sanixa/P3GM_custom/blob/fbd8fb61ca58cc681fae7e8272df1655acf4d804/privacy/tensorflow_privacy/__init__.py,sanixa/P3GM_custom
from%2Bbastionlab.json,dpCNN.py,https://github.com/DavidTaylor5/final-motion/blob/a3be666571f4aef24c84f376b10d9dd24e77dbab/dpCNN.py,DavidTaylor5/final-motion
from%2Bbastionlab.json,tensorflow-privacy/model.py,https://github.com/tasnimislam/ns3Codes/blob/be27d2dd177ee162f6e8369cdd8b1dd9a8fd1b03/tensorflow-privacy/model.py,tasnimislam/ns3Codes
from%2Bbastionlab.json,07_train/wip/privacy/tensorflow_privacy/__init__.py,https://github.com/leoalexand/aws-ds-NLP-BERT/blob/52845cd2e5f44ca3e63f6296091d08fa112c8bf0/07_train/wip/privacy/tensorflow_privacy/__init__.py,leoalexand/aws-ds-NLP-BERT
from%2Bbastionlab.json,DPSGD_PATE/dpsgd_davidwang/dpsgd.py,https://github.com/davidgnaw/Data_Security_Projects/blob/25dafd92c22f6e1df0559da1da4e7fe7472431c5/DPSGD_PATE/dpsgd_davidwang/dpsgd.py,davidgnaw/Data_Security_Projects
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/hydrobot004/datascience-on-aws/blob/df10a8576890e9c5a930c82fa780c70ec131c345/07_train/privacy/tensorflow_privacy/__init__.py,hydrobot004/datascience-on-aws
from%2Bbastionlab.json,tensorflow_privacy/__init__.py,https://github.com/buffyhridoy/crops-privacy/blob/d70068b0a4aac9aeb70954c7e142bcb5c9328fce/tensorflow_privacy/__init__.py,buffyhridoy/crops-privacy
from%2Bbastionlab.json,src/federated/public_private_data_split/model.py,https://github.com/amitab/master_thesis/blob/20f6c49c76ef360630d4b5db4780d1c1a26ade0a/src/federated/public_private_data_split/model.py,amitab/master_thesis
from%2Bbastionlab.json,train.py,https://github.com/Clarkl20021/FL-project/blob/9b3f5b0ed4cd9bdf021c816c13a6a19405f78449/train.py,Clarkl20021/FL-project
from%2Bbastionlab.json,07_train/wip/privacy/tensorflow_privacy/__init__.py,https://github.com/vijay-khanna/data-science-on-aws-sagemaker/blob/d04ded03863dbc77ae4899fd69bbdec18e31eabc/07_train/wip/privacy/tensorflow_privacy/__init__.py,vijay-khanna/data-science-on-aws-sagemaker
from%2Bbastionlab.json,privacy/tensorflow_privacy/__init__.py,https://github.com/tkgsn/P3GM/blob/6cc3c0d8279eba22b8750c08f68a5d64d9ebb69a/privacy/tensorflow_privacy/__init__.py,tkgsn/P3GM
from%2Bbastionlab.json,privacy-master/tensorflow_privacy/__init__.py,https://github.com/xjdlb/my-awesome-tensorlfow-tutorial/blob/ac372da1d619728fe8846b1141cbb3a77784a106/privacy-master/tensorflow_privacy/__init__.py,xjdlb/my-awesome-tensorlfow-tutorial
from%2Bbastionlab.json,mnist-dp/assets/algo_cnn_dp/algo.py,https://github.com/Substra/substra-examples/blob/dee1b90a6ad6a5cdfce7e234621a353df564a8c0/mnist-dp/assets/algo_cnn_dp/algo.py,Substra/substra-examples
from%2Bbastionlab.json,common.py,https://github.com/Chris-george-anil/Federated-Learning-Internship/blob/d220592b1e67071b7ba4f15da9471eb2a40b351f/common.py,Chris-george-anil/Federated-Learning-Internship
from%2Bbastionlab.json,P_Exponential_Mechanism/tensorflow_privacy/privacy/bolt_on/__init__.py,https://github.com/private-mechanism/p_exponential_mechanism/blob/0a9c18776fbe3b3fe181c94a4234cf65f1d15ab1/P_Exponential_Mechanism/tensorflow_privacy/privacy/bolt_on/__init__.py,private-mechanism/p_exponential_mechanism
from%2Bbastionlab.json,main.py,https://github.com/aheyler/Differential-Privacy-Batch-Exp/blob/309721cd3ed7a902a5d7bfb2adef097e4772a796/main.py,aheyler/Differential-Privacy-Batch-Exp
from%2Bbastionlab.json,examples/dp-sgd-mnist/common.py,https://github.com/scut-cbq/flower_for_heterogeneous_clients/blob/ec59f98e068a3175772f40d659100c5aa6ec2c0b/examples/dp-sgd-mnist/common.py,scut-cbq/flower_for_heterogeneous_clients
from%2Bbastionlab.json,oreilly_book/07_train/privacy/tensorflow_privacy/__init__.py,https://github.com/cyourth-cognonic/aws-workshop/blob/9758252e53b527d546f430b24171d5e4b0a051bf/oreilly_book/07_train/privacy/tensorflow_privacy/__init__.py,cyourth-cognonic/aws-workshop
from%2Bbastionlab.json,tensorflow_privacy/v1/__init__.py,https://github.com/buffyhridoy/crops-privacy/blob/d70068b0a4aac9aeb70954c7e142bcb5c9328fce/tensorflow_privacy/v1/__init__.py,buffyhridoy/crops-privacy
from%2Bbastionlab.json,privacy/tensorflow_privacy/privacy/bolt_on/__init__.py,https://github.com/riku1212/dp-tsc-baseline/blob/b8cd445eeabadd4917f3ee552cfff236611d20d0/privacy/tensorflow_privacy/privacy/bolt_on/__init__.py,riku1212/dp-tsc-baseline
from%2Bbastionlab.json,P_Exponential_Mechanism/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,https://github.com/private-mechanism/p_exponential_mechanism/blob/0a9c18776fbe3b3fe181c94a4234cf65f1d15ab1/P_Exponential_Mechanism/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,private-mechanism/p_exponential_mechanism
from%2Bbastionlab.json,PETs-Bootcamp-main/DP_TensorFlowPrivacy_StreamlitDemo/train.py,https://github.com/virtualspark/PETs-Bootcamp/blob/b6cf8127b69220a4fefb79a617fc0eb60fed5c37/PETs-Bootcamp-main/DP_TensorFlowPrivacy_StreamlitDemo/train.py,virtualspark/PETs-Bootcamp
from%2Bbastionlab.json,privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_new.py,https://github.com/GiovanniCalore/BigGAN-Tensorflow-master/blob/1fcf72fc8b9cbfdd047b9641f656afcfd0972604/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_new.py,GiovanniCalore/BigGAN-Tensorflow-master
from%2Bbastionlab.json,privacy/tensorflow_privacy/v1/__init__.py,https://github.com/tkgsn/P3GM/blob/6cc3c0d8279eba22b8750c08f68a5d64d9ebb69a/privacy/tensorflow_privacy/v1/__init__.py,tkgsn/P3GM
from%2Bbastionlab.json,utils/privacy_tests/membership_inference_attack/privacy_report_test.py,https://github.com/AISIGSJTU/Siren-Plus/blob/1544729cc00aa5f30fd36a22e9ad51b605a3369f/utils/privacy_tests/membership_inference_attack/privacy_report_test.py,AISIGSJTU/Siren-Plus
from%2Bbastionlab.json,old_modules/dpsgd.py,https://github.com/ypy516478793/Modules/blob/efb1a71223900cc7787a03c9ccca62b3a68b9ef3/old_modules/dpsgd.py,ypy516478793/Modules
from%2Bbastionlab.json,Report/code/model_diff_privacy.py,https://github.com/shreyansh26/Privacy-Preserving-Deep-Learning-for-Medical-Image-Classification/blob/7fa6d8c899a46357d422cf23bfe7f0e90032a6fa/Report/code/model_diff_privacy.py,shreyansh26/Privacy-Preserving-Deep-Learning-for-Medical-Image-Classification
from%2Bbastionlab.json,privacy-master/tensorflow_privacy/v1/__init__.py,https://github.com/xjdlb/my-awesome-tensorlfow-tutorial/blob/ac372da1d619728fe8846b1141cbb3a77784a106/privacy-master/tensorflow_privacy/v1/__init__.py,xjdlb/my-awesome-tensorlfow-tutorial
from%2Bbastionlab.json,utils/privacy_tests/membership_inference_attack/keras_evaluation.py,https://github.com/AISIGSJTU/Siren-Plus/blob/1544729cc00aa5f30fd36a22e9ad51b605a3369f/utils/privacy_tests/membership_inference_attack/keras_evaluation.py,AISIGSJTU/Siren-Plus
from%2Bbastionlab.json,examples/dp-sgd-mnist/common.py,https://github.com/mhmhmd96/flower2.0/blob/5fe5c1ad5da47ccb285801a0007210bc47dff483/examples/dp-sgd-mnist/common.py,mhmhmd96/flower2.0
from%2Bbastionlab.json,privacy/tensorflow_privacy/privacy/bolt_on/__init__.py,https://github.com/VMS-6511/clinical_dp_bert/blob/0f882a4da2468bbd33f7c0768c5df9ef3ede0392/privacy/tensorflow_privacy/privacy/bolt_on/__init__.py,VMS-6511/clinical_dp_bert
from%2Bbastionlab.json,tf1dp.py,https://github.com/anonymous0118999/mlsyssubmission/blob/d98d4f83da5cf666c07340befffbe6b482e6ae09/tf1dp.py,anonymous0118999/mlsyssubmission
from%2Bbastionlab.json,privacy/tensorflow_privacy/privacy/bolt_on/__init__.py,https://github.com/qinghao1/gradient/blob/4e0d28facf3d40daf5dc190f78bdf69f206c4416/privacy/tensorflow_privacy/privacy/bolt_on/__init__.py,qinghao1/gradient
from%2Bbastionlab.json,utils/privacy_tests/membership_inference_attack/membership_inference_attack_test.py,https://github.com/AISIGSJTU/Siren-Plus/blob/1544729cc00aa5f30fd36a22e9ad51b605a3369f/utils/privacy_tests/membership_inference_attack/membership_inference_attack_test.py,AISIGSJTU/Siren-Plus
from%2Bbastionlab.json,tf1dp.py,https://github.com/TheSalon/fast-dpsgd/blob/9584c9d4a6d061ca814005d02463537319b99faf/tf1dp.py,TheSalon/fast-dpsgd
from%2Bbastionlab.json,tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_new.py,https://github.com/SanaAwan5/tensorflow_privacy/blob/922fb17b1cabd977b0eb6620f1f7ddc3ecb735f8/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_new.py,SanaAwan5/tensorflow_privacy
from%2Bbastionlab.json,proj/extra/rdp_vs_gdp.py,https://github.com/zedoul/202203dp/blob/8579c8beffe88711fc71778d5407d78f09880abc/proj/extra/rdp_vs_gdp.py,zedoul/202203dp
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,https://github.com/sureindia-in/aws-sagemaker-workshop-jun2021/blob/8c6cc9d339acf35280ade87de3523d9ba393e868/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,sureindia-in/aws-sagemaker-workshop-jun2021
from%2Bbastionlab.json,tutorials/dpsgd_transformer.py,https://github.com/parkbeomsik/DPSGD-in-TPU/blob/f737ead6d307e36548f779a65ecfaaba79604b59/tutorials/dpsgd_transformer.py,parkbeomsik/DPSGD-in-TPU
from%2Bbastionlab.json,tutorials_new/dpsgd_transformer.py,https://github.com/parkbeomsik/DPSGD-in-TPU/blob/f737ead6d307e36548f779a65ecfaaba79604b59/tutorials_new/dpsgd_transformer.py,parkbeomsik/DPSGD-in-TPU
from%2Bbastionlab.json,images/anbase/project/core/classifier.py,https://github.com/zedoul/dataextraction/blob/a94dae139d81bf5b9719024e63b2af64bc54a827/images/anbase/project/core/classifier.py,zedoul/dataextraction
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,https://github.com/YushinJung-ATG/SageMaker-Workshop/blob/3a72d667658687ba774bb286b46af7a1497831d9/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,YushinJung-ATG/SageMaker-Workshop
from%2Bbastionlab.json,common.py,https://github.com/akmore10/FederatedLearning/blob/e457835280857cb6dcfee1ef90edb700a142521e/common.py,akmore10/FederatedLearning
from%2Bbastionlab.json,utils/privacy_tests/membership_inference_attack/keras_evaluation_example.py,https://github.com/AISIGSJTU/Siren-Plus/blob/1544729cc00aa5f30fd36a22e9ad51b605a3369f/utils/privacy_tests/membership_inference_attack/keras_evaluation_example.py,AISIGSJTU/Siren-Plus
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,https://github.com/anupam3693/data-science-on-aws/blob/67e53a37238179a9d0c10243009bc4e9da077364/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,anupam3693/data-science-on-aws
from%2Bbastionlab.json,utils/privacy_tests/membership_inference_attack/keras_evaluation_test.py,https://github.com/AISIGSJTU/Siren-Plus/blob/1544729cc00aa5f30fd36a22e9ad51b605a3369f/utils/privacy_tests/membership_inference_attack/keras_evaluation_test.py,AISIGSJTU/Siren-Plus
from%2Bbastionlab.json,tutorials_new/dpsgd_lstm.py,https://github.com/parkbeomsik/DPSGD-in-TPU/blob/f737ead6d307e36548f779a65ecfaaba79604b59/tutorials_new/dpsgd_lstm.py,parkbeomsik/DPSGD-in-TPU
from%2Bbastionlab.json,tutorials/dpsgd_lstm.py,https://github.com/parkbeomsik/DPSGD-in-TPU/blob/f737ead6d307e36548f779a65ecfaaba79604b59/tutorials/dpsgd_lstm.py,parkbeomsik/DPSGD-in-TPU
from%2Bbastionlab.json,Federal learning defence chinese numbers cnn.py,https://github.com/791092214/federal-learning/blob/3f743ea398648864ac2ccb59734021716d7c01d1/Federal%20learning%20defence%20chinese%20numbers%20cnn.py,791092214/federal-learning
from%2Bbastionlab.json,07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,https://github.com/oonisim/books-datascience-on-aws/blob/ae3cfa51ea828ab0a2539a73e2bba71958b1071f/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,oonisim/books-datascience-on-aws
from%2Bbastionlab.json,privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_new_test.py,https://github.com/GiovanniCalore/BigGAN-Tensorflow-master/blob/1fcf72fc8b9cbfdd047b9641f656afcfd0972604/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_new_test.py,GiovanniCalore/BigGAN-Tensorflow-master
from%2Bbastionlab.json,utils/privacy_tests/membership_inference_attack/data_structures_test.py,https://github.com/AISIGSJTU/Siren-Plus/blob/1544729cc00aa5f30fd36a22e9ad51b605a3369f/utils/privacy_tests/membership_inference_attack/data_structures_test.py,AISIGSJTU/Siren-Plus
from%2Bbastionlab.json,multitext_dpsgd_CNN_keras.py,https://github.com/sharmi1206/differential-privacy-tensorflow/blob/57acd6078773f86adb6316bd2955b87f50472295/multitext_dpsgd_CNN_keras.py,sharmi1206/differential-privacy-tensorflow
