title,body
InvalidArgumentError (see above for traceback): Cannot assign a device for operation 'fp32_vars/dense/bias/Momentum',"@sergey-serebryakov   hi , I've successfully tried GPU benchmarking by using the TensorFlow image, so I wanted to try CPU benchmarking. Additionally, I have successfully tested caffe's CPU benchmark.
My command line：
`python ./python/dlbs/experimenter.py run  -Pexp.framework='""nvtfcnn""'  -Pexp.gpus='""""' -Vexp.docker=true  -Pexp.log_file='""./benchmarks/my_experiment/tf_${exp.model}_${exp.replica_batch}.log""' -Vexp.model='[""alexnet"", ""googlenet""]' -Vexp.replica_batch='[2, 4]'  -Ptensorflow.docker_image='""tensorflow/tensorflow:latest""' -Pexp.docker_launcher='""nvidia-docker""'`

My mirror list is as follows:
```
docker images
REPOSITORY                           TAG                            IMAGE ID            CREATED             SIZE
registry.docker-cn.com/nvidia/cuda   latest                         1cc6f1613121        3 weeks ago         2.24GB
nvidia/cuda                          9.0-cudnn7-devel-ubuntu16.04   afc5ab1e9a0d        3 weeks ago         2.59GB
tensorflow/tensorflow                latest                         2054925f3b43        4 weeks ago         1.34GB
nvcr.io/nvidia/tensorflow            18.07-py3                      8289b0a3b285        5 months ago        3.34GB
bvlc/caffe                           cpu                            0b577b836386        7 months ago        1.64GB
hpe/intel_caffe                      cpu                            0b577b836386        7 months ago        1.64GB
bvlc/caffe                           gpu                            ba28bcb1294c        7 months ago        3.38GB
hpe/bvlc_caffe                       cuda9-cudnn7                   ba28bcb1294c        7 months ago        3.38GB
```

error:

```
InvalidArgumentError (see above for traceback): Cannot assign a device for operation 'fp32_vars/dense/bias/Momentum': Operation was explicitly assigned to /device:GPU:0 but available devices are [ /job:localhost/replica:0/task:0/device:CPU:0, /job:localhost/replica:0/task:0/device:XLA_CPU:0, /job:localhost/replica:0/task:0/device:XLA_GPU:0 ]. Make sure the device specification refers to a valid device.
         [[Node: fp32_vars/dense/bias/Momentum = VariableV2[_class=[""loc:@fp32_vars/dense/bias""], container="""", dtype=DT_FLOAT, shape=[1000], shared_name="""", _device=""/device:GPU:0""]()]]

-------------------------------------------------------
Primary job  terminated normally, but 1 process returned
a non-zero exit code. Per user-direction, the job has been aborted.
-------------------------------------------------------
--------------------------------------------------------------------------
mpiexec detected that one or more processes exited with non-zero status, thus causing
the job to be terminated. The first process to do so was:

  Process name: [[14086,1],3]
  Exit code:    1
--------------------------------------------------------------------------
__results.end_time__= ""2018-12-04:02:46:45:780""
__results.proc_pid__= 7988
__exp.model_title__=""GoogleNet""
__exp.status__=""failure""
__exp.status_msg__=""No results have been found in this log file""
```

When I remove the argument ""-Pexp.docker_launcher='""nvidia-docker""'"", new error is as follows:
`python: can't open file '.py': [Errno 2] No such file or directory`"
Plan has not been validated. See reason (s) above.,"I tried the following command, but got no result.
```
python ./python/dlbs/experimenter.py run\
             -Pexp.framework='""tensorflow""'\
             -Pexp.gpus='""0""'\
             -Vexp.docker=true\
             -Pexp.log_file='""./benchmarks/my_experiment/tf_${exp.model}_${exp.replica_batch}.log""'\
             -Vexp.model='[""alexnet"", ""googlenet""]'\
             -Vexp.replica_batch='[2, 4]'\
             -Ptensorflow.docker_image='""hpe/tensorflow:cuda9-cudnn7""'
```
```
WARNING:root:Module 'matplotlib' cannot be imported, certain system information will not be available
INFO:root:Plan was built with 4 experiments
Plan was built with 4 experiments
====================== VALIDATION REPORT =======================
=========================== MESSAGES ===========================
[
    {
        ""check_name"": ""CanRunDocker"", 
        ""output"": ""Docker version 18.09.0, build 4d60db4\n"", 
        ""cmd"": ""nvidia-docker --version"", 
        ""retcode"": 0
    }
]
======================== FRAMEWORK STATS =======================
{
    ""tensorflow"": {
        ""num_disabled"": 0, 
        ""docker_images"": [
            ""hpe/tensorflow:cuda9-cudnn7""
        ], 
        ""num_exps"": 4, 
        ""num_cpu_exps"": 0, 
        ""num_gpu_exps"": 4, 
        ""num_host_exps"": 0, 
        ""num_docker_exps"": 4
    }
}
============================ ERRORS ============================
Other errors:
[
    {
        ""check_name"": ""DockerImageExists"", 
        ""output"": ""[]\n Error: No such image: hpe/tensorflow:cuda9-cudnn7\n"", 
        ""cmd"": ""docker inspect --type=image hpe/tensorflow:cuda9-cudnn7"", 
        ""retcode"": 1
    }
]
========================= PLAN SUMMARY =========================
Is plan OK ................................ False
Total number of experiments (plan size).....4
Number of disabled experiments ............ 0
Number of active experiments .............. 4
Log files collisions ...................... NO
================================================================
WARNING:root:Plan has not been validated. See reason (s) above.
Plan has not been validated. See reason (s) above.
WARNING:root:If you believe validator is wrong, rerun experimenter with `--no-validation` flag.
If you believe validator is wrong, rerun experimenter with `--no-validation` flag.

```

My PC environment is as follows:
Ubuntu16.04
Docker version 18.09.0
NVIDIA 1080Ti

$ docker images:
```
REPOSITORY                           TAG                 IMAGE ID            CREATED             SIZE
registry.docker-cn.com/nvidia/cuda   latest              1cc6f1613121        2 weeks ago         2.24GB
nvcr.io/nvidia/tensorflow            18.07-py3           8289b0a3b285        5 months ago        3.34GB
```"
Change model.evaluation() to model.eval(); Signed-off-by: Robert Engelmann rengelma@uni-potsdam.de,"I think there was a typo here, since model.evaluation() does not exist, however it works fine with model.eval(), which corresponds to model.train().
Signed-off-by: Robert Engelmann rengelma@uni-potsdam.de"
Embrace containers,"Really like the idea of having a set of benchmark for DL use-cases. In fact a lot of people I talk to like the idea.
Couple of things: 
- how about embracing containerizing the workflow, so that the python scripts are also put in a container?
- getting rid of nvidia-docker and use houdini instead (shameless plug: https://github.com/qnib/moby/blob/houdini/HOUDINI.md, derived from: https://dockercon2018.hubs.vidyard.com/watch/TMeRmzQ7WibaSy8PQ6w7UN)"
Fixed link to Advanced Introduction.,"The relative link ./intro does not work when accessed via a symbolic link from the root of the project.

Currently reading the README.md produces a 404 looking for ./intro/advanced_intro.md"
Fix spelling for benchmarking,
Feature request: Add PyTorch support,"Through some customer conversations, it's becoming apparent that we'll want PyTorch support sooner or later. How much of a lift would it be to add PyTorch support?"
Issue running ResNet models,"Hello again! I'm having difficulties running ResNet models at the moment. No matter which model I use, I always get a `ValueError` that the dimensions must be equal, but I can't quite track down where the discrepancy is coming from, with the exception that some of the [convolutions](https://github.com/HewlettPackard/dlcookbook-dlbs/blob/master/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py#L268) are giving results of different dimensions. Not sure if you guys have run into this before. Here is the end of the output of my log:

```
BenchmarkCNN::__init__ time=0.061035 ms
TensorFlow:  1.4
Model:       resnet50
Mode:        training
Batch size:  16 global
             16 per device
Devices:     ['/cpu:0']
Data format: NHWC
Optimizer:   sgd
Variables:   replicated
Use NCCL:    False
==========
__exp.model_title__=""ResNet50""
Generating model
Adding preprocessing for resnet50
Traceback (most recent call last):
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1454, in <module>
    tf.app.run()
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/platform/app.py"", line 48, in run
    _sys.exit(main(_sys.argv[:1] + flags_passthrough))
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1450, in main
    bench.run()
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 995, in run
    self._benchmark_cnn()
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1035, in _benchmark_cnn
    (enqueue_ops, fetches) = self._build_model()
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1208, in _build_model
    gpu_grad_stage_ops)
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1358, in add_forward_pass_and_gradients
    self.model_conf.add_inference(network)
  File ""/root/dlbs/python/tf_cnn_benchmarks/resnet_model.py"", line 78, in add_inference
    dim_match=False, bottle_neck=bottle_neck)
  File ""/root/dlbs/python/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 527, in residual_unit
    self.top_layer = tf.nn.relu(shortcut + res)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py"", line 894, in binary_op_wrapper
    return func(x, y, name=name)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/ops/gen_math_ops.py"", line 183, in add
    ""Add"", x=x, y=y, name=name)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py"", line 787, in _apply_op_helper
    op_def=op_def)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/framework/ops.py"", line 2958, in create_op
    set_shapes_for_outputs(ret)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/framework/ops.py"", line 2209, in set_shapes_for_outputs
    shapes = shape_func(op)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/framework/ops.py"", line 2159, in call_with_requiring
    return call_cpp_shape_fn(op, require_shape_fn=True)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py"", line 627, in call_cpp_shape_fn
    require_shape_fn)
  File ""/usr/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py"", line 691, in _call_cpp_shape_fn_impl
    raise ValueError(err.message)
ValueError: Dimensions must be equal, but are 54 and 52 for 'v0/tower_0/add' (op: 'Add') with input shapes: [16,54,55,256], [16,52,55,256].
__results.end_time__= ""2018-01-19:16:21:20:504""
__results.proc_pid__= 5009
```"
No devices for CPU-only run,"I am having some issues with a CPU-only run of the benchmark suite on one of my GPU-less nodes. I am trying to use the Tensorflow framework for my test, but I get an error in the log (see below). Looking at the code it appears (from my angle at least) that `tf_cnn_benchmarks.py` is looking for GPU devices, which I have none, causing `self.devices` to be zero, hence the divide by zero error. Perhaps I am off-base though?

I looked at several of the CPU-only commands in the Wiki guide, but none of them have been successful - most still require a GPU it appears in my testing.

Environment: `CentOS 7.4 64-bit`
Docker Build: `hpe/tensorflow:cpu`
Framework: `Tensorflow`
Command:
```
python python/dlbs/experimenter.py run -Pexp.framework='""tensorflow""' -Pexp.env='""docker""' -Pexp.phase='""training""' -Pexp.gpus='""""' -Pexp.model='""alexnet""' -Pexp.device_batch='""16""' -Pexp.log_file='""./benchmarks/my_experiment/tf.log""' -Ptensorflow.docker.image='""hpe/tensorflow:cpu""' -Pexp.device='""cpu""'
```

```bash
----------------------------
Starting framework launcher.
----------------------------
01-04-18 17:55:58 [INFO]    /root/dlbs/scripts/launchers/tensorflow_hpm.sh
__exp.framework_title__= ""TensorFlow""
__tensorflow.version__= ""1.0.1""
__results.start_time__= ""2018-01-04:23:56:01:230""
PYTHONPATH=/workspace/tf_cnn_benchmarks:/workspace/tf_cnn_benchmarks: CUDA_VISIBLE_DEVICES=
BenchmarkCNN::__init__ time=0.056028 ms
TensorFlow:  1.0
Model:       alexnet
Mode:        training
Batch size:  0 global
Traceback (most recent call last):
  File ""/workspace/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1454, in <module>
    tf.app.run()
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/platform/app.py"", line 44, in run
    _sys.exit(main(_sys.argv[:1] + flags_passthrough))
  File ""/workspace/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 1449, in main
    bench.print_info()
  File ""/workspace/tf_cnn_benchmarks/tf_cnn_benchmarks.py"", line 970, in print_info
    log_fn('             %s per device' % (self.batch_size / len(self.devices)))
ZeroDivisionError: integer division or modulo by zero
__results.end_time__= ""2018-01-04:23:56:02:826""
__results.proc_pid__= 44072
```

Thanks for putting this together by the way! I'm really excited to take a deeper dive into it once I get this issue resolved. Let me know if you need any additional information."
dm-control mujoco tasks use A LOT of cpu's,"[Potentially related to this post](https://github.com/google-deepmind/mujoco/issues/203). I was wondering why my code slows down when running a few seeds at a time. When I looked, the CPU's are being throttled by running multiple instances of the MuJoCo environments (specifically I was checking with walker-walk). Using just one environment was maxing out several cores. Is there a way to stop this? I compared with hopper/half-cheetah from the Gymnasium implementations and they use just a single CPU per environment. Do I need to change some setting in dm-control to fix this? 

If any more information is needed (e.g. resource usage from the terminal), then please let me know what else I can add. "
How to fix a part of joints of the model in simulation?,"Hi,

I'm a student and I'm trying to use MuJoCo for simulation.

I'm trying to fix a part of joints of my model in simulation, so that a part of my model won't move. Is there any way to do this?"
Difference between the linear velocity returned by physics.data.sensordata and physics.data.object_velocity,What's the difference between the linear velocities in physics.data.sensordata and physics.data.object_velocity? They seem to be different. Thank you for the help.
Pretrained model for the multi-agent soccer,"Are there pretrained models for the multi-agent soccer, so that the game become fully cooperative (e.g., we only control one team, and the other team loads the pretrained model and become part of the environment)? Thank you for the help."
How to get all physics.named.data objects,"Hello,
I am trying to test if two geoms are in contact.
I was thinking of something like physics.named.data.""contact"" but that is not available.
Is there maybe any method of checking that.

The overarching question is:
What physics.named.data.(...) objects are available. This would hopefully help for my current problem and for all future ones too.
Is there any way to print all (...) if they are dynamic based on the model loaded?"
How to get the velocity of each joint in the global coordinate system ,"We can get the (x, y, z) positions in the global coordinate system by physics.data.geom_xpos. How can we get the the velocity of each joint in the global coordinate system? Thank you for the help."
How to default to EGL on GPU and OSMESA on CPU?,"Right now, the preference order is glfw > egl > osmesa. In the common scenario of training an RL agent on a GPU machine, this means windows will pop up, which is typically not desired. I could also pin `os.environ['MUJOCO_GL'] = 'egl'` in my code to avoid this behavior. However, then the code will crash when running on a CPU-only machine.

Is there any way to set up my RL training code so that it will do headless rendering on GPU but osmesa on CPU, skipping the glfw backend? The goal here is for my RL training code to work out of the box when other people run it, without them having to set up their own env variable.

The potential workarounds I can think of all have their own downsides:
- Detecting whether the machine has a GPU by asking the deep learning framework, to only set the backend to EGL if a GPU is available: This would require importing JAX inside the env processes and hog GPU memory.
- Detecting whether the machine has a GPU by checking for common executable like nvcc or nvidia-smi: This doesn't work in many server environments (including internally at Google), where those binaries aren't available at runtime.

If DMC would just allow specifying a preference order for the backends or change the default to favor EGL over GLFW, that would simplify things a lot."
PyMJCF nested include tags relative to base model,"PyMJCF does not support nested include tags the same way as the MuJoCo compiler. No matter how deep the include tag is, MuJoCo expects all included models and their assets to be given as paths to the corresponding file **relative to the input file parent directory**. However, the current implementation of PyMJCF checks paths relative to the current file's parent directory, which MuJoCo does not support.

In the attached [scenes.zip](https://github.com/deepmind/dm_control/files/12268186/scenes.zip) file are 3 scenes.

- my_scene1/scene.xml includes a file in an inner directory that includes another file in yet another inner directory. The internal include tag uses a path relative to the top-level model directory (my_scene1/). This is supported by MuJoCo but PyMJCF fails to parse the scene:
```python
>>> mjcf.Physics.from_xml_path('my_scene1/scene.xml')  # parse using mujoco directly
<dm_control.mjcf.physics.Physics object at 0x7fd0d191b0d0>

>>> mjcf.Physics.from_mjcf_model(mjcf.from_path('my_scene1/scene.xml'))  # parse with PyMJCF then convert to physics
FileNotFoundError: [Errno 2] No such file or directory: 'my_scene1/inner/inner/inner-inner/include.xml'
```
- my_scene2/scene.xml is the same as my_scene1/scene.xml but the inner include path is given relative to the current model directory (my_scene2/inner/). PyMJCF supports this but it does not compile natively using MuJoCo.
```python
>>> mjcf.Physics.from_xml_path('my_scene2/scene.xml')  # parse using mujoco directly
ValueError: XML Error: Could not open file 'my_scene2/inner-inner/include.xml'
Element 'include', line 0

>>> mjcf.Physics.from_mjcf_model(mjcf.from_path('my_scene2/scene.xml'))  # parse with PyMJCF then convert to physics
<dm_control.mjcf.physics.Physics object at 0x7fc61f1a6700>
```
- my_scene3/scene.xml specifies mesh and texture files in an included file to show that MuJoCo expects these files to be specified relative to the top-level model directory as well.
```python
>>> mjcf.Physics.from_xml_path('my_scene3/scene.xml')  # parse using mujoco directly
<dm_control.mjcf.physics.Physics object at 0x7fc61f1a6f10>

>>> mjcf.Physics.from_mjcf_model(mjcf.from_path('my_scene2/scene.xml'))  # parse with PyMJCF then convert to physics
FileNotFoundError: Line 4: error while parsing element <mesh>: during initialization of attribute 'file' of element <mesh>: [Errno 2] No such file or directory: 'my_scene3/inner/meshes/banana.stl'
```

In conclusion, models with nested include tags or external assets in included files are parsed differently with MuJoCo than with PyMJCF."
PyMJCF nested include tags relative to base model,Addresses #418 
AttributeError: module 'mujoco' has no attribute 'mjDISABLESTRING',"After `pip install dm_control`, I have this error when I import mujoco.
`Python 3.8.16 (default, Mar  2 2023, 03:21:46) 
[GCC 11.2.0] :: Anaconda, Inc. on linux
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> from dm_control import mujoco
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/home/an/.conda/envs/star/lib/python3.8/site-packages/dm_control/mujoco/__init__.py"", line 18, in <module>
    from dm_control.mujoco.engine import action_spec
  File ""/home/an/.conda/envs/star/lib/python3.8/site-packages/dm_control/mujoco/engine.py"", line 42, in <module>
    from dm_control.mujoco import index
  File ""/home/an/.conda/envs/star/lib/python3.8/site-packages/dm_control/mujoco/index.py"", line 88, in <module>
    from dm_control.mujoco.wrapper import util
  File ""/home/an/.conda/envs/star/lib/python3.8/site-packages/dm_control/mujoco/wrapper/__init__.py"", line 18, in <module>
    from dm_control.mujoco.wrapper import mjbindings
  File ""/home/an/.conda/envs/star/lib/python3.8/site-packages/dm_control/mujoco/wrapper/mjbindings/__init__.py"", line 29, in <module>
    from dm_control.mujoco.wrapper.mjbindings import functions
  File ""/home/an/.conda/envs/star/lib/python3.8/site-packages/dm_control/mujoco/wrapper/mjbindings/functions.py"", line 25, in <module>
    mjDISABLESTRING = mujoco.mjDISABLESTRING
AttributeError: module 'mujoco' has no attribute 'mjDISABLESTRING'`"
Problems with egl rendering,"I am working on a mujoco simulation inside a docker container (using nvidia-docker for GPU access). My simulation use egl for hardware rendering and on my local machine works perfectly. I would like to run my simulation on a server with 3 NVIDIA A40. 
When I run this script in the same docker image but on the server
```python
import os
os.environ[""MUJOCO_GL""]=""egl""
os.environ[""MUJOCO_EGL_DEVICE_ID""] = ""1""
from dm_control import mujoco
```
I get this error:
```
ImportError: Cannot initialize a headless EGL display.
```

Server:
Nvidia Driver Version: 525.85.12    CUDA Version: 12.0  

Local Machine:
Nvidia Driver Version: 525.116.04   CUDA Version: 12.0  

If I use osmesa (`os.environ[""MUJOCO_GL""]=""egl""`) everything works correctly. But I would like to use egl. 
I tried to install libnvidia-gl (`apt install libnvidia-gl-525`) as in #214 and #365. but I get the same error. 

I should also add that I do not use NVIDIA Multi-Instance GPU.  
Am I doing something wrong here? 
Thank you in advance for the support!


"
Memory Ram Issue,I wonder if everyone else has the same problem. Environments like cheetah run or walker need way more RAM than other environments like the ball in the cup. Perhaps three times more ram consumption.
Question about the damping setting of joint,"After reading your code and document, I am confused of the setting of the joint.
In cheetah.xml, the default joint is set as :

`<joint limited=""true"" damping="".01"" armature="".1"" stiffness=""8"" type=""hinge"" axis=""0 1 0""/>`

In humaniod.cml, the default joint is set as :

```
<default class=""body"">
      <geom  type=""capsule"" condim=""1"" friction="".7"" solimp="".9 .99 .003"" solref="".015 1"" material=""self""/>
      <joint type=""hinge"" damping="".2"" stiffness=""1"" armature="".01"" limited=""true"" solimplimit=""0 .99 .01""/>
      <default class=""big_joint"">
        <joint damping=""5"" stiffness=""10""/>
        <default class=""big_stiff_joint"">
          <joint stiffness=""20""/>
```

And there are many other examples you provide. So I am confused about how to choose these parameters for my robot? Is there any computation or estimation method for these parameters? Or is there any method for choosing these parameters?"
PyMJCF enable attachment without wrapping body,"- `attach` method now has an additional argument `exclude_wrapper_body`.
  - set to `False` for previous behavior
  - set to `True` for new behavior
- internal elements of attachment are positioned and rotated relative to the attachment site.
- aggregated rotation converters to quaternions for relative rotation
- implemented `xyaxes_to_quat` conversion method
- improved implementation of `euler_to_rmat` that handles all supported eulerseq values
- implemented generic function wrapper for `mju` rotation conversions that 

resolves #407"
Reward is always 0 in Hopper,"In Hopper, reward is always 0 independent of the action. The problem is that this code which is used in reward calculation in hopper.py get_reward(self, physics) function, always return 0 as the value of standing: 
`standing = rewards.tolerance(physics.height(), (_STAND_HEIGHT, 2))`

When I check `env._physics.height()` after environment reset, I saw that the height is initialized as a negative value always. Therefore it is impossible for this code fragment `rewards.tolerance(physics.height(), (_STAND_HEIGHT, 2))` to return 1, since _STAND_HEIGHT is defined as 0.6 for Hopper."
