title,body
Support for Colmap camera model FULL_OPENCV,"Dear pixloc authors and developers,

Many thanks for providing such a high-quality package! Well done.

For our application, we are using a FULL_OPENCV camera model, which isn't supported by pixloc at the moment.

The FULL_OPENCV model is registered in [utils/colmap.py](https://github.com/cvg/pixloc/blob/master/pixloc/utils/colmap.py#L63), but it's missing from [pixlib/geometry/wrappers.py](https://github.com/cvg/pixloc/blob/master/pixloc/pixlib/geometry/wrappers.py#L243), as well as from the actual undistortion in [pixlib/geometry/utils.py](https://github.com/cvg/pixloc/blob/master/pixloc/pixlib/geometry/utils.py#L37) and its jacobian. The FULL_OPENCV calibration model is an extension to the OPENCV model, with an higher-order polynomial: [k3, k4, k5 and k6 follow p1 and p2](https://github.com/colmap/colmap/blob/dev/src/base/camera_models.h#L992).

It seems that adding support for higher degree polynomials in the undistortion code would be simple, but I'm not sure about the [boundary condition](https://github.com/cvg/pixloc/blob/master/pixloc/pixlib/geometry/utils.py#L51) - what would this become?"
Filter keys when loading global descriptors,"hloc `extract_features` includes additional keys like `image_size`, which need to be explicitly filtered out."
Using sfm model on 7scenes without depth,"Hi, Thanks for your sharing work. I noticed that the demo on 7scenes need the reference_sfm model ""sfm_superpoint+superglue+depth"". But I cannot download the rendered 7scenes depth images and only have the sfm model builded from RGB images. Can I use such reference sfm model directly on the pre-trained model?"
Question: TypeError,"Hi, Thanks for your amazing work. I encountered the following error when I tried to run code with a weak textured indoor scene dataset. 

In the following case, is the value of this weight related to the quality of the dataset, such as the texture of the scene?

![image](https://user-images.githubusercontent.com/67808446/161779390-77ff5596-efec-4ab1-b72c-343a95d0859e.png)
![image](https://user-images.githubusercontent.com/67808446/161779576-af44c9cd-dc55-4128-8276-5808715598f0.png)
![image](https://user-images.githubusercontent.com/67808446/161777774-d1f14bcf-c6f5-472f-aa83-019241196745.png)

"
Replace parse_intermixed_args by parse_args,`ArgumentParser.parse_intermixed_args` was introduced in Python 3.7
ImportError: cannot import name 'set_logging_debug',"Hi, Thanks a lot for releasing your project. This is very amazing work. I meet a problem when I try to run code with run_CMU.py. it shows that ImportError: cannot import name 'set_logging_debug'. and also I didn't find logger in the directory where include run_CMU.py. could you help me with how to fix this? Thanks a lot."
'CambridgeLandmarks_Colmap_Retriangulated_1024px.zip' this file can't be downloaded ,"Hi,
I'm trying to download 'CambridgeLandmarks_Colmap_Retriangulated_1024px.zip',but  this file can't be downloaded .I don't know why.Do you know why ?"
Using COLMAP to generate Cambridge landmark scene's poses from scratch,"Hi, 
I'm trying to do SFM reconstruction of Cambridge landmarks scenes using Superpoint features and Superglue matches based database (created using HLoc tool) in COLMAP. 
I'm wondering, will this be correct way? I will be using `colmap mapper` for creating 3D model from `reference images` only and then will use `colmap image_registrator` with `fix_existing_images=True` to register `query images` to get poses information. Reference images only model will be input to PixLoc while model output after registering query images will be used as ground truth for evaluating PixLoc algorithm. 

If this this not correct, then what should be ideal method to generate poses for images without using `nvm` file provided with dataset?  "
How to correctly pick 3d points,"Hello guys, and code authors:

Recently, I am doing related project, and using our datasets. Based on my experiments, when p3ds have high weight corresponding to its confidence map, the estimated pose will become more accurate, so I want to ask how to you choose p3ds?

Thanks  and cheers "
[Question] Working with black and white images,"Good day! Great job!
A simple basic question : 
I have a colored pointcloud  (RGB) and I have a set of back and white images, corresponding to other wavelengths and temperature. 
***Can the actual neural network work with B&W images triplicated to cover the RGB channels (input : 3) or would I need to modify the neural network and re-train it?*** For what I understood in your paper, colors do not play an important role in your NN . Please correct me if I'm wrong. 

Thanks!"
How to generate oracle image retrieval results for Robotcar dataset？,can you open source Robotcar dataset oracle image retrieval results？Thank you very much！
