title,body
10.4 子词嵌入（fastText）有书写错误,"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等
pytorch版本是
```
我们得到所有长度为3的子词：“<wh>”“whe”“her”“ere”“<re>”以及特殊子词“<where>”。
```
原书是
```
我们得到所有长度为3的子词：“<wh”“whe”“her”“ere”“re>”以及特殊子词“<where>”。
```
差别在于 第一个字词<wh 和最后一个字词re>

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
5.6节的描述错误,"**bug描述**
![image](https://user-images.githubusercontent.com/40693000/133453350-2f814333-4e43-458a-8168-9efa087ea561.png)

这里应当是 Sigmod输入趋近于负无穷和正无穷的话，梯度趋近于0吧

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
2.3.3梯度结果问题请教,"**bug描述**
在按照教程2.3.3梯度章节中 
“
# 再来反向传播一次，注意grad是累加的
out2 = x.sum()
out2.backward()
print(x.grad)
”
时我的返回结果是
tensor([[1., 1.],
        [1., 1.]])
如图
![image](https://user-images.githubusercontent.com/34927296/129324138-09c6d8ad-e098-47cf-a798-b4eb49c611d3.png)
请问是我的输入有问题么？

**版本信息**
pytorch: 1.9.0
torchvision: 0.10.0
torchtext: None
...
"
Add pdf build scripts and Github Actions release,"`docs/compile.py` 和 `docs/utils.py` 实现了将文档编译为 pdf 版本，构建过程会在 `docs/build` 下进行。
`docs/tex/` 文件夹下为 pdf 的 latex 模板和封面。
`.github/workflows/release-pdf.yml` 为自动化构建 pdf 的 Github Actions 脚本配置文件。
预览版测试 release 可参考 [https://github.com/silverling/Dive-into-DL-PyTorch/releases](https://github.com/silverling/Dive-into-DL-PyTorch/releases)

如需要在本地构建，请安装 `python3`, `texlive`，`pandoc`，`prettier` 和相关字体依赖，然后执行以下命令：
```bash
git clone https://github.com/ShusenTang/Dive-into-DL-PyTorch.git --depth 1
cd Dive-into-DL-PyTorch/docs # 由于脚本中采用相对路径，故需要在此路径下执行
python3 ./compile.py
```"
2.2.2节符号错误：应该是+=1而非-=1,"**bug描述**
位置：2.2.2节
截图：
![image](https://user-images.githubusercontent.com/14107297/124296223-4b4a5880-db8c-11eb-8c56-48b2ae8f952b.png)


**版本信息**
pytorch:
torchvision:
torchtext:
...
"
章节 5.6.2 AlexNet 第一个卷积层的comment描述有出入,"Comment:
`# in_channels, out_channels, kernel_size, stride, padding` 但是实际传参4个，即padding默认为0，可能会造成误解。"
9.4 锚框一节里的画出bbox 的注释书写错误,"```
show_bboxes(fig.axes, boxes[250, 250, :, :] * bbox_scale,
            ['s=0.75, r=1', 's=0.75, r=2', 's=0.55, r=0.5', 's=0.5, r=1', 's=0.25, r=1'])
```

根据文章中的(s1, r1),(s1,r2), (s1,r3)第三个的注释应该是's=0.75, r=0.5', 如下所示：

```
show_bboxes(fig.axes, boxes[250, 250, :, :] * bbox_scale,
            ['s=0.75, r=1', 's=0.75, r=2', 's=0.75, r=0.5', 's=0.5, r=1', 's=0.25, r=1'])
```
"
Merge pull request #1 from ShusenTang/master,Run in a docker container (#140)
4.5.2.1节的书写错误,"**bug描述**
没有bug，是书写错误

**版本信息**
pytorch:
torchvision:
torchtext:
...
原文：
> state_dict是一个从参数名称**隐射**到参数**Tesnor**的字典对象。

疑似出错的地方：
隐射 => 映射？
Tesnor => Tensor？"
test,
3.7节报错问题,"报错是这一句
**d2l.train_ch3(net, train_iter, test_iter, loss, num_epochs, batch_size, None, None, optimizer)**
报错如下：
**RuntimeError: Tensor for 'out' is on CPU, Tensor for argument #1 'self' is on CPU, but expected them to be on GPU (while checking arguments for addmm)**
在源代码末尾加上.cuda（）依旧报错，求解
![image](https://user-images.githubusercontent.com/67496688/106447182-24dca000-64bc-11eb-82e9-75fd5334541c.png)
"
期待FCN章节的更新,"这本书讲的比较系统，讲的深入浅出，本人获益匪浅，希望后续能有FCN章节的更新。
"
9.1和9.2的数据集,"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等

您好，9.1和9.2的数据集图片是不是没放上去

**版本信息**
pytorch:1.5
torchvision:
torchtext:
...
"
3.6.6   评价net在data_iter上的准确性,"正常copy，出现下面问题，不知道怎么处理，求帮助

def evaluate_accuracy(data_iter, net):
    acc_sum, n = 0.0, 0
    for X, y in data_iter:
        acc_sum += (net(X).argmax(dim=1) == y).float().sum().item()
        n += y.shape[0]
    return acc_sum / n
print(evaluate_accuracy(test_iter, net))

---------------------------------------------------------------------------
RuntimeError                              Traceback (most recent call last)
<ipython-input-35-0c1a0f49bc5c> in <module>
      6         n += y.shape[0]
      7     return acc_sum / n
----> 8 print(evaluate_accuracy(test_iter, net))

<ipython-input-35-0c1a0f49bc5c> in evaluate_accuracy(data_iter, net)
      3     acc_sum, n = 0.0, 0
      4     for X, y in data_iter:
----> 5         acc_sum += (net(X).argmax(dim=1) == y).float().sum().item()
      6         n += y.shape[0]
      7     return acc_sum / n

<ipython-input-26-3f7ef5a122d4> in net(X)
      1 def net(X):
----> 2     return softmax(torch.mm(X.view((-1, num_inputs)), W) + b)

RuntimeError: The size of tensor a (10) must match the size of tensor b (3) at non-singleton dimension 1
**版本信息**
pytorch:
torchvision:
torchtext:
...
"
没有9.7节单发多框检测（SSD）的内容,"**bug描述**
如题，没有9.7节SSD的内容，包括docs、code

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
"6.5.2 RNN简洁实现,使用相邻采样时,state在新的epoch中未被初始化","**bug描述**
![2020-11-06 16-43-35 的屏幕截图](https://user-images.githubusercontent.com/35167412/98346142-870a3e00-2050-11eb-84e3-0d3c50df1642.png)
`state = None`放在了`for epoch in range(num_epochs)`上. 因此,在新的epoch中,state实际上没有被初始化,而是使用上一epoch最后一次迭代最后一个时间步的state, 这样并不合理. 
要把`state = None`放在了`for epoch in range(num_epochs)`下面,`for X, Y in data_iter`上面

**版本信息**
pytorch: 1.6.0
torchvision: 0.7.0
torchtext:
...
"
关于6.3.3 随机采样和相邻采样的疑惑,"**bug描述**
```
# 本函数已保存在d2lzh_pytorch包中方便以后使用
def data_iter_random(corpus_indices, batch_size, num_steps, device=None):
    # 减1是因为输出的索引x是相应输入的索引y加1
    num_examples = (len(corpus_indices) - 1) // num_steps
    epoch_size = num_examples // batch_size
    example_indices = list(range(num_examples))
    random.shuffle(example_indices)

    # 返回从pos开始的长为num_steps的序列
    def _data(pos):
        return corpus_indices[pos: pos + num_steps]
    if device is None:
        device = torch.device('cuda' if torch.cuda.is_available() else 'cpu')
    
    for i in range(epoch_size):
        # 每次读取batch_size个随机样本
        i = i * batch_size
        batch_indices = example_indices[i: i + batch_size]
        X = [_data(j * num_steps) for j in batch_indices]
        Y = [_data(j * num_steps + 1) for j in batch_indices]
        yield torch.tensor(X, dtype=torch.float32, device=device), torch.tensor(Y, dtype=torch.float32, device=device)
```
以上是随机采样的写法，但是觉得有两个问题。首先，因为`for i in range(epoch_size)`的关系，所以实际上每一次都是从下标为0的开始采样。对于下面所给的测试，实际上`x`只能在0-23产生batch，也就是x的batch一直都不包括24,25,26,27,28。
```
# 测试
my_seq = list(range(30))
for X, Y in data_iter_random(my_seq, batch_size=2, num_steps=6):
    print('X: ', X, '\nY:', Y, '\n')

# 所给的结果
X:  tensor([[18., 19., 20., 21., 22., 23.],
        [12., 13., 14., 15., 16., 17.]]) 
Y: tensor([[19., 20., 21., 22., 23., 24.],
        [13., 14., 15., 16., 17., 18.]]) 

X:  tensor([[ 0.,  1.,  2.,  3.,  4.,  5.],
        [ 6.,  7.,  8.,  9., 10., 11.]]) 
Y: tensor([[ 1.,  2.,  3.,  4.,  5.,  6.],
        [ 7.,  8.,  9., 10., 11., 12.]]) 
```
Q1：
那其实在实现随机采样的时候，是不是应该保证有一部分epoch包含的batch有24,25,26,27,28(不知道我有没有理解错)。同理，在相邻采样中也有同样的情况。
Q2:
此外，上面的写法生成一定是batch_size=2的数据，当有数据剩余且数据量小于`batch_size=2`的数据量时就不会生成。但是在全连接和CNN中，我们读取的小批量数据在最后一个batch中数据量往往小于batch_size。因此在这里，假设上面的测试剩余了大于`batch_size=1`的数据（如设置`my_seq = list(range(32))`，此时有8个数据未被抽取），是否继续采样一个batch_size=1的数据，望解惑!
```
# Q2的情况如下：
# 测试
my_seq = list(range(32))
for X, Y in data_iter_random(my_seq, batch_size=2, num_steps=6):
    print('X: ', X, '\nY:', Y, '\n')

# 结果（这里包含了0<batch_size<=2的情况）
X:  tensor([[18., 19., 20., 21., 22., 23.],
        [ 0.,  1.,  2.,  3.,  4.,  5.]]) 
Y: tensor([[19., 20., 21., 22., 23., 24.],
        [ 1.,  2.,  3.,  4.,  5.,  6.]]) 

X:  tensor([[12., 13., 14., 15., 16., 17.],
        [24., 25., 26., 27., 28., 29.]]) 
Y: tensor([[13., 14., 15., 16., 17., 18.],
        [25., 26., 27., 28., 29., 30.]]) 

X:  tensor([[ 6.,  7.,  8.,  9., 10., 11.]]) 
Y: tensor([[ 7.,  8.,  9., 10., 11., 12.]]) 
```
以下是我另外写随机采样的，保证了我上述说的情况
```
def data_iter_random(corpus_indices, batch_size, num_steps, device=None):
    # 减1是因为输出的索引x是相应输入的索引y加1
    num_examples = (len(corpus_indices) - 1) // num_steps
    # 随机抽样的起始位置
    sample_start = np.random.randint((len(corpus_indices) - 1) % num_steps + 1)
    example_indices = np.arange(sample_start, len(corpus_indices), num_steps)[:num_examples]
    np.random.shuffle(example_indices)
    
    # 转gpu
    if device is None:
        device = torch.device('cuda' if torch.cuda.is_available() else 'cpu')
    
    # 每个读取batch_size个随机样本
    for idx in np.arange(0, len(example_indices), batch_size):
        batch_example = example_indices[idx:(idx+batch_size)]
        x = [corpus_indices[pos:(pos+num_steps)] for pos in batch_example]
        y = [corpus_indices[(pos+1):(pos+1+num_steps)] for pos in batch_example]
        yield torch.tensor(x, dtype=torch.float32, device=device), torch.tensor(y, dtype=torch.float32, device=device)
```
测试结果
```
my_seq = list(range(30))
for X, Y in data_iter_random(my_seq, batch_size=2, num_steps=6):
    print('X: ', X, '\nY:', Y, '\n')

# 结果:
X:  tensor([[14., 15., 16., 17., 18., 19.],
        [ 8.,  9., 10., 11., 12., 13.]], device='cuda:0') 
Y: tensor([[15., 16., 17., 18., 19., 20.],
        [ 9., 10., 11., 12., 13., 14.]], device='cuda:0') 

X:  tensor([[ 2.,  3.,  4.,  5.,  6.,  7.],
        [20., 21., 22., 23., 24., 25.]], device='cuda:0') 
Y: tensor([[ 3.,  4.,  5.,  6.,  7.,  8.],
        [21., 22., 23., 24., 25., 26.]], device='cuda:0')
```

**版本信息**
pytorch: 1.6.0
torchvision: 0.7.0
torchtext:
...
"
5.5.1 节 LeNet 全连接层的参数有问题,"**bug描述**
```python
self.fc = nn.Sequential(
            nn.Linear(16*4*4, 120),
            nn.Sigmoid(),
            nn.Linear(120, 84),
            nn.Sigmoid(),
            nn.Linear(84, 10)
)
第二行nn.Linear的第一个参数是不是应该是16*5*5
英文版的对应这一行的代码就是
nn.Linear(in_features=16*5*5, out_features=120),

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
数学公式无法显示,"**bug描述**
markdown文档所有数学公式无法显示

**版本信息**
"
修改readme文档,
3.9.4节W1和W2的类型问题,"**bug描述**
按3.9.4小节的net函数来计算，在我的环境里面报错了
```
def net(X):
    X = X.view((-1, num_inputs))
    H = relu(torch.matmul(X, W1) + b1)
    return torch.matmul(H, W2) + b2

loss = torch.nn.CrossEntropyLoss()

num_epochs, lr = 5, 100.0
d2l.train_ch3(net, train_iter, test_iter, loss, num_epochs, batch_size, params, lr)
```
错误如下：
```
RuntimeError  Traceback (most recent call last)
<ipython-input-52-c1201a53ebe9> in <module>
      1 num_epochs, lr = 5, 100.0
----> 2 d2l.train_ch3(net, train_iter, test_iter, loss, num_epochs, batch_size, params, lr)

~/liang/d2lzh_pytorch.py in train_ch3(net, train_iter, test_iter, loss, num_epochs, batch_size, params, lr, optimizer)
     84         train_l_sum, train_acc_sum, n = 0.0, 0.0, 0
     85         for X, y in train_iter:
---> 86             y_hat = net(X)
     87             l = loss(y_hat, y).sum()
     88 

<ipython-input-50-c182b51c4bb0> in net(X)
      1 def net(X):
      2     X = X.view((-1, num_inputs))
----> 3     H = relu(torch.matmul(X, W1) + b1)
      4     return torch.matmul(H, W2) + b2

RuntimeError: Expected object of scalar type Float but got scalar type Double for argument #2 'mat2' in call to _th_mm
```

**版本信息**
pytorch: 1.4.0
torchvision:0.5.0
torchtext:
...
"
3.6节train_ch3函数loss计算和sgd问题,"**bug描述**
3.6节train_ch3函数，如果传入的loss已经是求过平均的，train_l_sum每次只累加一个batch的平均值，最后却除以总样本数，打印的loss结果就会很小，例如3.9节的调用。

如果每个batch不一样大（例如Fashion-MNIST设置batch_size=256时，最后一个batch是96），当optimizer=None时，默认的sgd传入batch_size应该会在最后一个batch造成误差，似乎应该使用y.shape[0]。

另外train_ch5是用batch_count，如果batch大小不一致，最后打印的loss也应该会有微小误差。

```python
def train_ch3(net, train_iter, test_iter, loss, num_epochs, batch_size,
              params=None, lr=None, optimizer=None):
    for epoch in range(num_epochs):
        train_l_sum, train_acc_sum, n = 0.0, 0.0, 0
        for X, y in train_iter:
            y_hat = net(X)
            l = loss(y_hat, y).sum()
            
            # 梯度清零
            if optimizer is not None:
                optimizer.zero_grad()
            elif params is not None and params[0].grad is not None:
                for param in params:
                    param.grad.data.zero_()
            
            l.backward()
            if optimizer is None:
                sgd(params, lr, batch_size)
            else:
                optimizer.step()  # “softmax回归的简洁实现”一节将用到
            
            
            train_l_sum += l.item()
            train_acc_sum += (y_hat.argmax(dim=1) == y).sum().item()
            n += y.shape[0]
        test_acc = evaluate_accuracy(test_iter, net)
        print('epoch %d, loss %.4f, train acc %.3f, test acc %.3f'
              % (epoch + 1, train_l_sum / n, train_acc_sum / n, test_acc))
```

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
在http://tangshusen.me/Dive-into-DL-PyTorch/#/?id=%e9%a3%9f%e7%94%a8%e6%96%b9%e6%b3%95中，第一章简介中有一个食用方法，是否应该更改为使用方法,"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等
面向人群
本项目面向对深度学习感兴趣，尤其是想使用PyTorch进行深度学习的童鞋。本项目并不要求你有任何深度学习或者机器学习的背景知识，你只需了解基础的数学和编程，如基础的线性代数、微分和概率，以及基础的Python编程。

食用方法
方法一

"
There is a line of redundant code in 7.3.1,"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等

**版本信息**
pytorch:
torchvision:
torchtext:
...
%matplotlib inline
import numpy as np
import time
import torch
from torch import nn, optim
import sys
sys.path.append("".."") 
import d2lzh_pytorch as d2l

def get_data_ch7():  # 本函数已保存在d2lzh_pytorch包中方便以后使用
    data = np.genfromtxt('../../data/airfoil_self_noise.dat', delimiter='\t')
    data = (data - data.mean(axis=0)) / data.std(axis=0)
    return torch.tensor(data[:1500, :-1], dtype=torch.float32), \
    torch.tensor(data[:1500, -1], dtype=torch.float32) # 前1500个样本(每个样本5个特征)

features, labels = get_data_ch7()
features.shape # torch.Size([1500, 5])

"
Fix README.md Spelling Mistakes,Modify spelling error
网站不挂vpn好像打不开了,"**bug描述**
`https://tangshusen.me/Dive-into-DL-PyTorch/` 在国内不挂vpn好像打不开了

From：中国 浙江 杭州 联通 2020-08-07 20:46:48
"
请问什么时候才会出目标检测的Pytorch代码？,"如题，感觉目前只有mxnet版本的，Pytorch这里还没有相关的教程，希望能够出一些目标检测，语义分割的教程。
"
5.5节train_ch5函数中batch_count变量的定义位置有疑问,"**bug描述**
为什么要把batch_count定义在“for epoch in range”循环外？这样即使每个epoch得到的train_l_sum相同，越往后面的epoch算出的loss也会越小，似乎不合理。

```
def train_ch5(net, train_iter, test_iter, batch_size, optimizer, device, num_epochs):
    net = net.to(device)
    print(""training on "", device)
    loss = torch.nn.CrossEntropyLoss()
    batch_count = 0
    for epoch in range(num_epochs):
        train_l_sum, train_acc_sum, n, start = 0.0, 0.0, 0, time.time()
        for X, y in train_iter:
            X = X.to(device)
            y = y.to(device)
            y_hat = net(X)
            l = loss(y_hat, y)
            optimizer.zero_grad()
            l.backward()
            optimizer.step()
            train_l_sum += l.cpu().item()
            train_acc_sum += (y_hat.argmax(dim=1) == y).sum().cpu().item()
            n += y.shape[0]
            batch_count += 1
        test_acc = evaluate_accuracy(test_iter, net)
        print('epoch %d, loss %.4f, train acc %.3f, test acc %.3f, time %.1f sec'
              % (epoch + 1, train_l_sum / batch_count, train_acc_sum / n, test_acc, time.time() - start))
```

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
2.2.1创建tensor uniform,"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等
2.2.1创建tensor中给的创建tensor的表格里的uniform,查了下文档好像没有直接这个操作
![image](https://user-images.githubusercontent.com/17122734/87870671-efb7a700-c9dc-11ea-98cd-2649cd361d0b.png)
只有torch.Tensor(3, 3).uniform_(-1, 1)这种用法
**版本信息**
pytorch:
torchvision:
torchtext:
...
"
"6.4节的 rnn(input,state,params)  函数理解","请问其中的 H,=state 怎么理解？
,=是什么意思？
请问最后 return outputs, (H,) 中的 (H,) 又该如何理解？


"
第六章6.4节循环神经网络，官方注释不合理，容易误解！！！,"**bug描述**
关于RNN (循环神经网络）相邻采样为什么在每次迭代之前都需要将参数detach，官方解释不合理！
detach 根本不是为了防止梯度计算开销过大，因为pytorch是动态计算图，小批量反向传播完已经自动销毁图，下一次的计算图根本不会反向传播到之前的小批量图，detach的唯一作用是防止反向传播到隐藏状态时由于之前计算图的销毁而导致传播出错，因为 隐藏状态H0 并不是一个叶子节点！！！
我觉得你们在翻译这个的时候，可能未考虑到  MaxNet 支持静态图，这个解释对于MaxNet 静态图时合理的，但对pytorch就不适合了！！！
![image](https://user-images.githubusercontent.com/33288114/87238183-edc87380-c431-11ea-8d16-ac0f5a97cd59.png)

**理由**
https://www.cnblogs.com/catnofishing/p/13287322.html?tdsourcetag=s_pctim_aiomsg
"
"5.5LeNet 非错误,初学者的一个小疑问","**bug描述**
train_ch5函数中
train_l_sum += l.cpu().item()
train_acc_sum += (y_hat.argmax(dim=1) == y).sum().cpu().item()

为什么需要将误差建立在cpu上

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
7.4.3译者加的个人注解,"**bug描述**
译者在7.4.3从零开始实现这一节加了个人注解：
> 注：个人认为这里不应该是“加权平均”而应该是“加权和”，因为根据7.4.2.2节分析，加权平均最后除以了 <a href=""https://www.codecogs.com/eqnedit.php?latex=\inline&space;1-\gamma"" target=""_blank""><img src=""https://latex.codecogs.com/png.latex?\inline&space;1-\gamma"" title=""1-\gamma"" /></a>，所以就相当于没有进行平均

这里有点疑惑，原文上面说  <img src=""https://latex.codecogs.com/png.latex?\inline&space;v_t&space;\leftarrow&space;\gamma&space;v_{t-1}&space;&plus;&space;(1-\gamma)&space;\frac{\eta_t}{1-\gamma}{}&space;g_t"" title=""v_t \leftarrow \gamma v_{t-1} + (1-\gamma) \frac{\eta_t}{1-\gamma}{} g_t"" />  对应的序列是 <a href=""https://www.codecogs.com/eqnedit.php?latex=\inline&space;\eta_{t-i}g_{t-i}/(1-\gamma)"" target=""_blank""><img src=""https://latex.codecogs.com/gif.latex?\inline&space;\eta_{t-i}g_{t-i}/(1-\gamma)"" title=""\eta_{t-i}g_{t-i}/(1-\gamma)"" /></a>，这里多出来的 <img src=""https://latex.codecogs.com/gif.latex?\inline&space;1-\gamma"" title=""1-\gamma"" />是不是就是除以的数呢，如果这样的话其实是有做平均的，不知道这样理解对不对？"
你好，关于chap5 的5.2节卷积公式有疑问。,"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等
![Uploading image.png…]()
和之前学过的完全不一样：
out_d=(in_d-k+2p)/s + 1
但是这本书里的公式为：
out_d=(in_d-k+p+s)/s + 1
p==s???
一般没听说默认步长一定等于padding吧？而且，padding这本书讲的也让人不明白，如果设定了padding是多少，那就是宽高都填1倍？这本书里是宽高都填1/2倍？卷积这部分真的是蒙了。用了那么久的卷积给我整不会了。

**版本信息**
pytorch:
torchvision:
torchtext:
...
。"
3.3.3节代码问题,"**bug描述**
缺少关键代码
import torch.nn as nn
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等
![3 3节代码问题](https://user-images.githubusercontent.com/49180284/85817144-c4f07f00-b79f-11ea-9d8d-3f038d5b294f.PNG)


**版本信息**
pytorch: 1.5.1
torchvision: 0.6.1
torchtext: 如上
...
"
4.1.3 中提到的get_constant函数是MXNet中的,按照自己的理解，将“get_constant函数”部分改了一下
Run in a docker container,
错别字,是手快了？还是？
3.10出现运行错误,"**bug描述**
#
![2020-06-16_210738](https://user-images.githubusercontent.com/57249328/84780174-d5725e00-b017-11ea-8308-06b849930f8a.png)

*版本信息**
pytorch:1.1
torchvision:
torchtext:
...
"
readme文件错别字,"**bug描述**
readme中的“食用方法”应为“使用方法”

**版本信息**
pytorch:
torchvision:
torchtext:
...
"
pytorch,动手学习深度学习
3.5 kaggle房价预测代码疑问,"**bug描述**
请问下列代码中的torch.max()和torch.sqrt()代码为什么不会报错?
我尝试了解max和sqrt函数的作用，单独尝试torch.max(tensorA, torch.tensor(1.0))会报错：
Expected object of scalar type Long but got scalar type Float for argument #2 'other'

在PyTorch官方文档中，torch.sqrt()只有一个参数。

def log_rmse(net, features, labels):
    with torch.no_grad():
        # 将小于1的值设成1， 使得取对数时数值更稳定
        clipped_preds = torch.max(net(features), torch.tensor(1.0))
        rmse = torch.sqrt(loss(clipped_preds.log(), labels.log()))
    return rmse.item()

"
3.6_softmax-regression-scratch.ipynb 运行错误,"**bug描述**
3.6_softmax-regression-scratch.ipynb ""3.6.8 预测""下的cell运行错误:
RuntimeError                              Traceback (most recent call last)
<ipython-input-16-6d43c8fd6a29> in <module>
      2 
      3 true_labels = d2l.get_fashion_mnist_labels(y.numpy())
----> 4 pred_labels = d2l.get_fashion_mnist_labels(net(X).argmax(dim=1).numpy())
      5 titles = [true + '\n' + pred for true, pred in zip(true_labels, pred_labels)]
      6 

RuntimeError: Can't call numpy() on Variable that requires grad. Use var.detach().numpy() instead.

原版本：
pytorch:0.4.1
torchvision:0.2.1

**版本信息**
pytorch:1.5.0
torchvision:0.6.0
torchtext:
...
"
描述错误,"**bug描述**
1.第一章""深度学习简介""中，“这样的思想后来被 PyTorch和MXNet的Gluon API 采用，后者也正是本书用来教学深度学习的工具。”，其中“后者”应该改为“前者”。
2.第二章""2.3.1""节中，建议将这句话去掉：“如果不想要被继续追踪，可以调用.detach()将其从追踪记录中分离出来，这样就可以防止将来的计算被追踪，这样梯度就传不过去了。” detach()会创建一个新的tensor，这新的tensor是从追踪记录中分离的，但是原tensor仍然会被追踪记录。对原tensor，要么直接修改.requires_grad为False，要么使用with torch.no_grad()包裹起来，使用detach()是无效的。
3.第二章""2.3.3""节中，""我么""改为""我们"".
"
Create deep learning of pytorch,studying pytorch
原书附录内容,"您好！
我翻译完了关于原书附录部分内容，请问是否可以添加进去？内容如下：
11.1 主要符号一览
11.2 数学基础
11.3 使用Jupyter记事本
11.4 使用AWS运行代码
11.5 GPU购买指南"
请问最后一章节《机器翻译》应该如何让它在 GPU 上运行呢？,请问最后一章节《机器翻译》应该如何让它在 GPU 上运行呢？
5.10 批量归一化,"**bug描述**
第一个epoch 没问题
第二个epoch, 出现如下问题：
Trying to backward through the graph a second time, but the buffers have already been freed. Specify retain_graph=True when calling backward the first time.

修改loss.backward()为loss.backward(retain_graph)以后还是有问题
可能跟computation graph 有关？求解
还有人遇到么
**版本信息**
pytorch:
torchvision:
torchtext:
...
"
3.5节fashion-mnist.ipynb ModuleNotFoundError: No module named 'torchtext',"**bug描述**
描述一下你遇到的bug, 例如报错位置、报错信息（重要, 可以直接截个图）等
3.5节fashion-mnist.ipynb
ModuleNotFoundError: No module named 'torchtext'

**版本信息**
pytorch:1.5
torchvision:0.6
torchtext:
...
"
文档2.3.3 梯度一节中最后一个例子，修改tensor.data不影响梯度吗？,"文档2.3.3节中例子：
```
x = torch.ones(1,requires_grad=True)

print(x.data) # 还是一个tensor
print(x.data.requires_grad) # 但是已经是独立于计算图之外

y = 2 * x
x.data *= 100 # 只改变了值，不会记录在计算图，所以不会影响梯度传播

y.backward()
print(x) # 更改data的值也会影响tensor的值
print(x.grad)
```
输出：
```
tensor([1.])
False
tensor([100.], requires_grad=True)
tensor([2.])
```
这里改变`x.data`没有改变到`x.grad`是因为`y=2*x`吧？
如果改成`y=x**2`：
```
x = torch.ones(1., requires_grad=True)
print(x.data)
print(x.data.requires_grad)

y = x ** 2
x.data *= 100
y.backward()
print(x)
print(x.grad)
```
输出变成了：
```
tensor([1.])
False
tensor([100.], requires_grad=True)
tensor([200.])  # 值改变了
```
文档中所述内容需要怎么理解呢？有点不太明白。"
